Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
12993,12,7,183.45000000000002,4,4,4,444,12,Champions
12994,100,1,9.25,3,2,1,321,6,Loyal Customers
12995,77,2,7.8,3,3,1,331,7,Loyal Customers
12996,95,2,55.79,3,3,3,333,9,Champions
12997,13,4,85.72,4,4,4,444,12,Champions
12998,95,1,42.34,3,2,3,323,8,Loyal Customers
12999,40,2,94.36,4,3,4,434,11,Champions
13000,144,1,0.81,2,2,1,221,5,At Risk/Churn
13001,97,3,137.66,3,4,4,344,11,Champions
13002,22,2,99.22,4,3,4,434,11,Champions
13003,13,4,77.3,4,4,4,444,12,Champions
13004,14,2,19.28,4,3,2,432,9,Champions
13005,36,2,71.83,4,3,4,434,11,Champions
13006,47,6,153.07,3,4,4,344,11,Champions
13007,99,1,11.530000000000001,3,2,2,322,7,Loyal Customers
13008,44,3,69.18,4,4,4,444,12,Champions
13009,98,1,14.75,3,2,2,322,7,Loyal Customers
13010,11,3,31.86,4,4,3,443,11,Champions
13011,10,3,43.47,4,4,3,443,11,Champions
13012,99,2,11.58,3,3,2,332,8,Loyal Customers
13013,36,3,58.980000000000004,4,4,3,443,11,Champions
13014,95,1,28.42,3,2,3,323,8,Loyal Customers
13015,95,1,12.71,3,2,2,322,7,Loyal Customers
13016,12,3,54.6,4,4,3,443,11,Champions
13017,9,5,71.59,4,4,4,444,12,Champions
13018,97,1,15.19,3,2,2,322,7,Loyal Customers
13019,97,1,9.29,3,2,1,321,6,Loyal Customers
13020,97,2,12.33,3,3,2,332,8,Loyal Customers
13021,9,8,245.3,4,4,4,444,12,Champions
13022,97,1,52.12,3,2,3,323,8,Loyal Customers
13023,97,1,14.26,3,2,2,322,7,Loyal Customers
13024,83,2,13.010000000000002,3,3,2,332,8,Loyal Customers
13025,96,2,25.85,3,3,3,333,9,Champions
13026,45,1,2.31,4,2,1,421,7,Loyal Customers
13027,96,2,179.76000000000002,3,3,4,334,10,Champions
13028,22,5,72.05,4,4,4,444,12,Champions
13029,42,4,24.82,4,4,3,443,11,Champions
13030,6,1,15.159999999999998,4,2,2,422,8,Loyal Customers
13031,357,1,8.25,1,2,1,121,4,At Risk/Churn
13032,69,2,74.36999999999999,3,3,4,334,10,Champions
13033,93,1,4.91,3,2,1,321,6,Loyal Customers
13034,3,4,286.05,4,4,4,444,12,Champions
13035,32,4,50.32,4,4,3,443,11,Champions
13036,5,2,23.45,4,3,2,432,9,Champions
13037,68,3,41.87,3,4,3,343,10,Champions
13038,95,1,30.03,3,2,3,323,8,Loyal Customers
13039,95,2,28.450000000000003,3,3,3,333,9,Champions
13040,10,4,89.16,4,4,4,444,12,Champions
13041,93,1,145.80999999999997,3,2,4,324,9,Champions
13042,16,3,647.0699999999999,4,4,4,444,12,Champions
13043,93,1,15.43,3,2,2,322,7,Loyal Customers
13044,93,1,7.38,3,2,1,321,6,Loyal Customers
13045,93,1,36.21,3,2,3,323,8,Loyal Customers
13046,12,1,3.63,4,2,1,421,7,Loyal Customers
13047,9,2,177.3,4,3,4,434,11,Champions
13048,48,3,71.06,3,4,4,344,11,Champions
13049,205,1,23.23,2,2,2,222,6,Loyal Customers
13050,72,4,445.62,3,4,4,344,11,Champions
13051,357,1,15.27,1,2,2,122,5,At Risk/Churn
13052,112,1,35.66,3,2,3,323,8,Loyal Customers
13053,94,1,13.53,3,2,2,322,7,Loyal Customers
13054,40,2,122.61,4,3,4,434,11,Champions
13055,94,1,8.629999999999999,3,2,1,321,6,Loyal Customers
13056,47,3,23.099999999999998,3,4,2,342,9,Champions
13057,297,1,6.82,1,2,1,121,4,At Risk/Churn
13058,266,1,19.5,1,2,2,122,5,At Risk/Churn
13059,43,1,9.0,4,2,1,421,7,Loyal Customers
13060,297,1,5.31,1,2,1,121,4,At Risk/Churn
13061,93,1,16.53,3,2,2,322,7,Loyal Customers
13062,297,1,131.67000000000002,1,2,4,124,7,Loyal Customers
13063,297,1,10.47,1,2,2,122,5,At Risk/Churn
13064,16,8,143.58,4,4,4,444,12,Champions
13065,68,2,43.25,3,3,3,333,9,Champions
13066,3,3,52.44,4,4,3,443,11,Champions
13067,37,1,68.6,4,2,4,424,10,Champions
13068,93,1,42.93,3,2,3,323,8,Loyal Customers
13069,93,2,13.48,3,3,2,332,8,Loyal Customers
13070,40,2,16.25,4,3,2,432,9,Champions
13071,93,1,1.53,3,2,1,321,6,Loyal Customers
13072,297,1,70.75,1,2,4,124,7,Loyal Customers
13073,44,7,165.26,4,4,4,444,12,Champions
13074,43,2,43.120000000000005,4,3,3,433,10,Champions
13075,83,2,37.58,3,3,3,333,9,Champions
13076,144,1,7.43,2,2,1,221,5,At Risk/Churn
13077,144,1,39.92,2,2,3,223,7,Loyal Customers
13078,144,1,6.35,2,2,1,221,5,At Risk/Churn
13079,83,1,136.54999999999998,3,2,4,324,9,Champions
13080,2,2,32.91,4,3,3,433,10,Champions
13081,21,5,74.92,4,4,4,444,12,Champions
13082,175,1,22.939999999999998,2,2,2,222,6,Loyal Customers
13083,236,1,4.3,2,2,1,221,5,At Risk/Churn
13084,36,2,37.15,4,3,3,433,10,Champions
13085,18,3,43.66,4,4,3,443,11,Champions
13086,10,2,73.49,4,3,4,434,11,Champions
13087,66,2,12.31,3,3,2,332,8,Loyal Customers
13088,78,2,16.78,3,3,2,332,8,Loyal Customers
13089,79,2,48.75,3,3,3,333,9,Champions
13090,2,2,64.24,4,3,4,434,11,Champions
13091,11,4,23.75,4,4,2,442,10,Champions
13092,17,2,38.33,4,3,3,433,10,Champions
13093,10,2,32.35,4,3,3,433,10,Champions
13094,80,1,9.33,3,2,1,321,6,Loyal Customers
13095,78,2,56.5,3,3,3,333,9,Champions
13096,48,2,19.53,3,3,2,332,8,Loyal Customers
13097,22,1,29.83,4,2,3,423,9,Champions
13098,22,1,28.04,4,2,3,423,9,Champions
13099,22,1,17.59,4,2,2,422,8,Loyal Customers
13100,52,1,16.11,3,2,2,322,7,Loyal Customers
13101,52,1,34.43,3,2,3,323,8,Loyal Customers
13102,52,1,16.53,3,2,2,322,7,Loyal Customers
13103,44,2,9.05,4,3,1,431,8,Loyal Customers
13104,67,1,15.83,3,2,2,322,7,Loyal Customers
13105,64,1,13.3,3,2,2,322,7,Loyal Customers
13106,34,1,30.32,4,2,3,423,9,Champions
13107,34,1,99.28,4,2,4,424,10,Champions
13108,34,1,2.11,4,2,1,421,7,Loyal Customers
13109,15,2,43.49,4,3,3,433,10,Champions
13110,73,1,110.73,3,2,4,324,9,Champions
13111,15,2,36.09,4,3,3,433,10,Champions
13112,47,2,9.61,3,3,1,331,7,Loyal Customers
13113,3,2,14.549999999999999,4,3,2,432,9,Champions
13114,74,1,123.2,3,2,4,324,9,Champions
13115,74,1,20.32,3,2,2,322,7,Loyal Customers
13116,67,1,33.54,3,2,3,323,8,Loyal Customers
13117,34,1,31.77,4,2,3,423,9,Champions
13118,13,3,21.549999999999997,4,4,2,442,10,Champions
13119,325,1,15.5,1,2,2,122,5,At Risk/Churn
13120,16,3,95.39,4,4,4,444,12,Champions
13121,35,1,5.46,4,2,1,421,7,Loyal Customers
13122,35,1,15.969999999999999,4,2,2,422,8,Loyal Customers
13123,36,1,9.54,4,2,1,421,7,Loyal Customers
13124,37,3,61.24,4,4,3,443,11,Champions
13125,37,1,10.16,4,2,1,421,7,Loyal Customers
13126,5,3,222.44,4,4,4,444,12,Champions
13127,38,2,16.369999999999997,4,3,2,432,9,Champions
13128,75,1,2.37,3,2,1,321,6,Loyal Customers
13129,75,2,46.82,3,3,3,333,9,Champions
13130,41,1,67.95,4,2,4,424,10,Champions
13131,41,1,26.25,4,2,3,423,9,Champions
13132,41,1,174.05,4,2,4,424,10,Champions
13133,20,1,18.740000000000002,4,2,2,422,8,Loyal Customers
13134,11,2,31.42,4,3,3,433,10,Champions
13135,76,2,14.84,3,3,2,332,8,Loyal Customers
13136,76,1,2.86,3,2,1,321,6,Loyal Customers
13137,76,1,26.92,3,2,3,323,8,Loyal Customers
13138,5,3,53.87,4,4,3,443,11,Champions
13139,64,2,40.05,3,3,3,333,9,Champions
13140,47,2,39.0,3,3,3,333,9,Champions
13141,75,2,97.72,3,3,4,334,10,Champions
13142,68,2,218.22,3,3,4,334,10,Champions
13143,71,1,20.939999999999998,3,2,2,322,7,Loyal Customers
13144,41,1,2.25,4,2,1,421,7,Loyal Customers
13145,41,1,7.680000000000001,4,2,1,421,7,Loyal Customers
13146,41,1,33.75,4,2,3,423,9,Champions
13147,14,2,43.39,4,3,3,433,10,Champions
13148,296,1,6.4,1,2,1,121,4,At Risk/Churn
13149,325,1,27.419999999999998,1,2,3,123,6,Loyal Customers
13150,51,2,273.91,3,3,4,334,10,Champions
13151,10,9,496.04999999999995,4,4,4,444,12,Champions
13152,66,1,10.55,3,2,2,322,7,Loyal Customers
13153,68,1,75.83,3,2,4,324,9,Champions
13154,16,2,112.44,4,3,4,434,11,Champions
13155,17,4,425.06,4,4,4,444,12,Champions
13156,69,1,11.88,3,2,2,322,7,Loyal Customers
13157,69,1,101.21,3,2,4,324,9,Champions
13158,28,2,25.21,4,3,3,433,10,Champions
13159,28,1,16.02,4,2,2,422,8,Loyal Customers
13160,3,11,442.32,4,4,4,444,12,Champions
13161,101,4,58.95,3,4,3,343,10,Champions
13162,10,8,307.81000000000006,4,4,4,444,12,Champions
13163,26,6,244.11999999999998,4,4,4,444,12,Champions
13164,28,3,14.71,4,4,2,442,10,Champions
13165,28,4,29.48,4,4,3,443,11,Champions
13166,28,4,33.980000000000004,4,4,3,443,11,Champions
13167,28,1,3.41,4,2,1,421,7,Loyal Customers
13168,13,2,12.81,4,3,2,432,9,Champions
13169,28,1,17.509999999999998,4,2,2,422,8,Loyal Customers
13170,11,3,67.78,4,4,4,444,12,Champions
13171,240,1,5.18,2,2,1,221,5,At Risk/Churn
13172,16,6,72.53,4,4,4,444,12,Champions
13173,11,11,143.26,4,4,4,444,12,Champions
13174,28,1,5.62,4,2,1,421,7,Loyal Customers
13175,10,6,265.74,4,4,4,444,12,Champions
13176,20,1,30.83,4,2,3,423,9,Champions
13177,28,1,3.96,4,2,1,421,7,Loyal Customers
13178,28,3,19.03,4,4,2,442,10,Champions
13179,28,3,92.48,4,4,4,444,12,Champions
13180,5,10,148.69,4,4,4,444,12,Champions
13181,38,16,251.38,4,4,4,444,12,Champions
13182,12,6,30.72,4,4,3,443,11,Champions
13183,77,2,9.09,3,3,1,331,7,Loyal Customers
13184,9,11,246.24,4,4,4,444,12,Champions
13185,198,2,19.02,2,3,2,232,7,Loyal Customers
13186,78,1,31.43,3,2,3,323,8,Loyal Customers
13187,28,2,139.32,4,3,4,434,11,Champions
13188,259,1,6.35,1,2,1,121,4,At Risk/Churn
13189,28,5,82.34,4,4,4,444,12,Champions
13190,82,4,38.84,3,4,3,343,10,Champions
13191,143,4,161.78,2,4,4,244,10,Champions
13192,263,1,4.5,1,2,1,121,4,At Risk/Churn
13193,361,2,16.57,1,3,2,132,6,Loyal Customers
13194,18,18,589.98,4,4,4,444,12,Champions
13195,263,1,8.65,1,2,1,121,4,At Risk/Churn
13196,5,8,87.8,4,4,4,444,12,Champions
13197,12,2,37.85,4,3,3,433,10,Champions
13198,41,2,16.12,4,3,2,432,9,Champions
13199,100,2,18.080000000000002,3,3,2,332,8,Loyal Customers
13200,14,2,31.32,4,3,3,433,10,Champions
13201,223,2,99.75,2,3,4,234,9,Champions
13202,97,5,89.55,3,4,4,344,11,Champions
13203,64,2,25.46,3,3,3,333,9,Champions
13204,27,7,293.17,4,4,4,444,12,Champions
13205,263,1,3.13,1,2,1,121,4,At Risk/Churn
13206,109,3,21.740000000000002,3,4,2,342,9,Champions
13207,263,1,11.46,1,2,2,122,5,At Risk/Churn
13208,263,1,9.4,1,2,1,121,4,At Risk/Churn
13209,16,12,428.3,4,4,4,444,12,Champions
13210,1,15,127.52,4,4,4,444,12,Champions
13211,46,16,778.26,3,4,4,344,11,Champions
13212,263,1,2.11,1,2,1,121,4,At Risk/Churn
13213,25,5,45.15,4,4,3,443,11,Champions
13214,263,1,6.75,1,2,1,121,4,At Risk/Churn
13215,188,2,39.53,2,3,3,233,8,Loyal Customers
13216,118,4,72.58,3,4,4,344,11,Champions
13217,42,3,26.07,4,4,3,443,11,Champions
13218,210,2,6.15,2,3,1,231,6,Loyal Customers
13219,117,3,40.37,3,4,3,343,10,Champions
13220,263,1,14.88,1,2,2,122,5,At Risk/Churn
13221,12,11,217.11,4,4,4,444,12,Champions
13222,52,4,76.45,3,4,4,344,11,Champions
13223,20,12,153.47,4,4,4,444,12,Champions
13224,12,2,19.240000000000002,4,3,2,432,9,Champions
13225,4,7,116.21000000000001,4,4,4,444,12,Champions
13226,52,1,4.5,3,2,1,321,6,Loyal Customers
13227,15,3,78.94,4,4,4,444,12,Champions
13228,20,2,38.52,4,3,3,433,10,Champions
13229,66,4,37.81,3,4,3,343,10,Champions
13230,215,4,35.25,2,4,3,243,9,Champions
13231,16,3,59.89,4,4,3,443,11,Champions
13232,164,5,204.53,2,4,4,244,10,Champions
13233,110,3,168.38,3,4,4,344,11,Champions
13234,138,2,10.370000000000001,2,3,2,232,7,Loyal Customers
13235,253,1,7.63,1,2,1,121,4,At Risk/Churn
13236,10,11,636.96,4,4,4,444,12,Champions
13237,178,4,34.87,2,4,3,243,9,Champions
13238,22,4,38.01,4,4,3,443,11,Champions
13239,25,3,22.02,4,4,2,442,10,Champions
13240,12,15,422.37,4,4,4,444,12,Champions
13241,15,15,320.32,4,4,4,444,12,Champions
13242,87,3,126.82,3,4,4,344,11,Champions
13243,194,3,23.07,2,4,2,242,8,Loyal Customers
13244,14,7,90.11,4,4,4,444,12,Champions
13245,18,10,221.62,4,4,4,444,12,Champions
13246,10,11,791.01,4,4,4,444,12,Champions
13247,84,10,110.8,3,4,4,344,11,Champions
13248,117,2,12.92,3,3,2,332,8,Loyal Customers
13249,10,6,52.71,4,4,3,443,11,Champions
13250,263,1,6.58,1,2,1,121,4,At Risk/Churn
13251,330,1,2.31,1,2,1,121,4,At Risk/Churn
13252,17,5,115.01,4,4,4,444,12,Champions
13253,10,11,771.0799999999999,4,4,4,444,12,Champions
13254,143,3,42.45,2,4,3,243,9,Champions
13255,32,8,119.07,4,4,4,444,12,Champions
13256,6,18,156.74,4,4,4,444,12,Champions
13257,9,8,98.6,4,4,4,444,12,Champions
13258,262,1,30.9,1,2,3,123,6,Loyal Customers
13259,1,11,443.90000000000003,4,4,4,444,12,Champions
13260,106,3,58.88,3,4,3,343,10,Champions
13261,247,2,25.259999999999998,1,3,3,133,7,Loyal Customers
13262,11,21,489.12,4,4,4,444,12,Champions
13263,263,1,48.879999999999995,1,2,3,123,6,Loyal Customers
13264,37,4,95.11,4,4,4,444,12,Champions
13265,17,8,316.16,4,4,4,444,12,Champions
13266,19,4,118.08,4,4,4,444,12,Champions
13267,68,4,24.47,3,4,3,343,10,Champions
13268,45,2,19.53,4,3,2,432,9,Champions
13269,108,1,8.38,3,2,1,321,6,Loyal Customers
13270,23,6,72.46,4,4,4,444,12,Champions
13271,263,2,32.4,1,3,3,133,7,Loyal Customers
13272,296,1,7.02,1,2,1,121,4,At Risk/Churn
13273,23,8,176.06,4,4,4,444,12,Champions
13274,37,4,48.910000000000004,4,4,3,443,11,Champions
13275,22,4,124.49,4,4,4,444,12,Champions
13276,207,1,5.59,2,2,1,221,5,At Risk/Churn
13277,41,9,89.25,4,4,4,444,12,Champions
13278,2,8,96.91,4,4,4,444,12,Champions
13279,21,12,173.22,4,4,4,444,12,Champions
13280,50,6,560.35,3,4,4,344,11,Champions
13281,4,11,189.01,4,4,4,444,12,Champions
13282,143,7,99.03999999999999,2,4,4,244,10,Champions
13283,254,2,56.019999999999996,1,3,3,133,7,Loyal Customers
13284,255,2,45.64,1,3,3,133,7,Loyal Customers
13285,27,3,53.62,4,4,3,443,11,Champions
13286,225,2,87.15,2,3,4,234,9,Champions
13287,100,4,64.52,3,4,4,344,11,Champions
13288,248,2,12.0,1,3,2,132,6,Loyal Customers
13289,118,2,95.7,3,3,4,334,10,Champions
13290,262,1,3.41,1,2,1,121,4,At Risk/Churn
13291,24,4,82.34,4,4,4,444,12,Champions
13292,109,2,285.43,3,3,4,334,10,Champions
13293,48,2,17.369999999999997,3,3,2,332,8,Loyal Customers
13294,216,1,15.219999999999999,2,2,2,222,6,Loyal Customers
13295,66,2,34.21,3,3,3,333,9,Champions
13296,52,9,197.93,3,4,4,344,11,Champions
13297,19,2,19.15,4,3,2,432,9,Champions
13298,76,5,59.1,3,4,3,343,10,Champions
13299,142,4,26.17,2,4,3,243,9,Champions
13300,9,11,109.8,4,4,4,444,12,Champions
13301,202,3,52.24,2,4,3,243,9,Champions
13302,262,1,5.39,1,2,1,121,4,At Risk/Churn
13303,262,1,25.07,1,2,3,123,6,Loyal Customers
13304,11,8,146.47,4,4,4,444,12,Champions
13305,135,5,66.0,2,4,4,244,10,Champions
13306,20,4,55.7,4,4,3,443,11,Champions
13307,262,1,6.35,1,2,1,121,4,At Risk/Churn
13308,57,6,95.6,3,4,4,344,11,Champions
13309,25,6,225.65,4,4,4,444,12,Champions
13310,227,2,45.23,2,3,3,233,8,Loyal Customers
13311,9,12,500.21000000000004,4,4,4,444,12,Champions
13312,262,2,43.86,1,3,3,133,7,Loyal Customers
13313,262,1,5.38,1,2,1,121,4,At Risk/Churn
13314,252,1,2.84,1,2,1,121,4,At Risk/Churn
13315,46,1,9.95,3,2,1,321,6,Loyal Customers
13316,66,1,8.86,3,2,1,321,6,Loyal Customers
13317,16,2,200.54000000000002,4,3,4,434,11,Champions
13318,27,3,52.94,4,4,3,443,11,Champions
13319,17,4,44.01,4,4,3,443,11,Champions
13320,1,7,90.68,4,4,4,444,12,Champions
13321,9,22,261.82,4,4,4,444,12,Champions
13322,261,1,20.04,1,2,2,122,5,At Risk/Churn
13323,173,3,25.64,2,4,3,243,9,Champions
13324,87,1,7.870000000000001,3,2,1,321,6,Loyal Customers
13325,17,4,87.87,4,4,4,444,12,Champions
13326,261,1,6.75,1,2,1,121,4,At Risk/Churn
13327,10,4,45.120000000000005,4,4,3,443,11,Champions
13328,261,2,18.38,1,3,2,132,6,Loyal Customers
13329,261,1,3.42,1,2,1,121,4,At Risk/Churn
13330,2,11,223.98,4,4,4,444,12,Champions
13331,17,10,233.41,4,4,4,444,12,Champions
13332,27,4,189.72,4,4,4,444,12,Champions
13333,54,3,22.9,3,4,2,342,9,Champions
13334,18,10,105.39,4,4,4,444,12,Champions
13335,261,1,1.03,1,2,1,121,4,At Risk/Churn
13336,66,3,12.23,3,4,2,342,9,Champions
13337,44,5,102.84,4,4,4,444,12,Champions
13338,165,2,53.14,2,3,3,233,8,Loyal Customers
13339,37,3,39.92,4,4,3,443,11,Champions
13340,85,4,19.42,3,4,2,342,9,Champions
13341,70,14,309.95,3,4,4,344,11,Champions
13342,4,11,315.77,4,4,4,444,12,Champions
13343,24,7,111.80999999999999,4,4,4,444,12,Champions
13344,246,3,34.68,1,4,3,143,8,Loyal Customers
13345,18,4,36.769999999999996,4,4,3,443,11,Champions
13346,261,1,12.719999999999999,1,2,2,122,5,At Risk/Churn
13347,4,13,278.76,4,4,4,444,12,Champions
13348,23,5,88.23,4,4,4,444,12,Champions
13349,19,21,355.41,4,4,4,444,12,Champions
13350,261,1,30.41,1,2,3,123,6,Loyal Customers
13351,71,5,260.72,3,4,4,344,11,Champions
13352,56,2,28.15,3,3,3,333,9,Champions
13353,53,2,31.43,3,3,3,333,9,Champions
13354,78,8,227.12,3,4,4,344,11,Champions
13355,10,7,86.24000000000001,4,4,4,444,12,Champions
13356,156,2,21.47,2,3,2,232,7,Loyal Customers
13357,261,1,2.31,1,2,1,121,4,At Risk/Churn
13358,261,2,19.15,1,3,2,132,6,Loyal Customers
13359,42,3,36.45,4,4,3,443,11,Champions
13360,33,17,436.29,4,4,4,444,12,Champions
13361,17,11,270.36,4,4,4,444,12,Champions
13362,9,11,455.61,4,4,4,444,12,Champions
13363,13,5,102.86,4,4,4,444,12,Champions
13364,3,13,334.94,4,4,4,444,12,Champions
13365,173,2,55.26,2,3,3,233,8,Loyal Customers
13366,21,4,117.07,4,4,4,444,12,Champions
13367,4,13,481.24,4,4,4,444,12,Champions
13368,80,4,15.61,3,4,2,342,9,Champions
13369,24,10,72.67999999999999,4,4,4,444,12,Champions
13370,19,5,38.99,4,4,3,443,11,Champions
13371,34,3,50.33,4,4,3,443,11,Champions
13372,46,2,6.68,3,3,1,331,7,Loyal Customers
13373,202,2,20.82,2,3,2,232,7,Loyal Customers
13374,27,8,268.82,4,4,4,444,12,Champions
13375,192,1,45.769999999999996,2,2,3,223,7,Loyal Customers
13376,10,1,13.22,4,2,2,422,8,Loyal Customers
13377,20,6,75.44,4,4,4,444,12,Champions
13378,38,7,172.72,4,4,4,444,12,Champions
13379,13,12,153.12,4,4,4,444,12,Champions
13380,27,1,9.48,4,2,1,421,7,Loyal Customers
13381,41,3,31.259999999999998,4,4,3,443,11,Champions
13382,25,5,78.15,4,4,4,444,12,Champions
13383,76,4,56.31999999999999,3,4,3,343,10,Champions
13384,237,2,17.1,2,3,2,232,7,Loyal Customers
13385,99,13,266.7,3,4,4,344,11,Champions
13386,195,4,98.24,2,4,4,244,10,Champions
13387,57,4,59.02,3,4,3,343,10,Champions
13388,55,2,27.939999999999998,3,3,3,333,9,Champions
13389,2,8,86.91,4,4,4,444,12,Champions
13390,27,2,29.58,4,3,3,433,10,Champions
13391,10,6,61.53,4,4,3,443,11,Champions
13392,101,2,42.5,3,3,3,333,9,Champions
13393,13,7,48.92,4,4,3,443,11,Champions
13394,2,19,196.08,4,4,4,444,12,Champions
13395,47,12,300.08,3,4,4,344,11,Champions
13396,11,20,419.64,4,4,4,444,12,Champions
13397,13,7,109.39,4,4,4,444,12,Champions
13398,20,6,109.83,4,4,4,444,12,Champions
13399,223,1,30.58,2,2,3,223,7,Loyal Customers
13400,116,2,12.68,3,3,2,332,8,Loyal Customers
13401,248,3,37.42,1,4,3,143,8,Loyal Customers
13402,19,10,601.1,4,4,4,444,12,Champions
13403,180,2,19.66,2,3,2,232,7,Loyal Customers
13404,25,8,825.38,4,4,4,444,12,Champions
13405,186,3,133.26,2,4,4,244,10,Champions
13406,46,2,4.0,3,3,1,331,7,Loyal Customers
13407,22,15,1092.65,4,4,4,444,12,Champions
13408,4,12,314.83000000000004,4,4,4,444,12,Champions
13409,1,22,552.73,4,4,4,444,12,Champions
13410,170,3,40.16,2,4,3,243,9,Champions
13411,237,1,26.29,2,2,3,223,7,Loyal Customers
13412,136,3,85.82,2,4,4,244,10,Champions
13413,25,16,636.71,4,4,4,444,12,Champions
13414,15,6,247.72,4,4,4,444,12,Champions
13415,2,23,530.11,4,4,4,444,12,Champions
13416,185,2,50.86,2,3,3,233,8,Loyal Customers
13417,176,1,1.12,2,2,1,221,5,At Risk/Churn
13418,27,3,675.62,4,4,4,444,12,Champions
13419,56,4,388.90999999999997,3,4,4,344,11,Champions
13420,203,2,9.95,2,3,1,231,6,Loyal Customers
13421,164,4,18.84,2,4,2,242,8,Loyal Customers
13422,10,9,100.67999999999999,4,4,4,444,12,Champions
13423,102,1,2.13,3,2,1,321,6,Loyal Customers
13424,76,2,5.23,3,3,1,331,7,Loyal Customers
13425,26,13,164.03,4,4,4,444,12,Champions
13426,16,1,50.93,4,2,3,423,9,Champions
13427,32,10,304.46,4,4,4,444,12,Champions
13428,18,6,132.67000000000002,4,4,4,444,12,Champions
13429,209,1,3.44,2,2,1,221,5,At Risk/Churn
13430,250,1,3.82,1,2,1,121,4,At Risk/Churn
13431,44,2,29.65,4,3,3,433,10,Champions
13432,136,4,226.31000000000003,2,4,4,244,10,Champions
13433,11,20,863.11,4,4,4,444,12,Champions
13434,9,2,11.46,4,3,2,432,9,Champions
13435,160,1,5.88,2,2,1,221,5,At Risk/Churn
13436,22,16,240.35,4,4,4,444,12,Champions
13437,258,2,52.5,1,3,3,133,7,Loyal Customers
13438,44,2,85.84,4,3,4,434,11,Champions
13439,172,1,136.35,2,2,4,224,8,Loyal Customers
13440,2,12,89.6,4,4,4,444,12,Champions
13441,8,6,52.93,4,4,3,443,11,Champions
13442,20,1,53.72,4,2,3,423,9,Champions
13443,192,5,37.53,2,4,3,243,9,Champions
13444,71,2,30.33,3,3,3,333,9,Champions
13445,220,2,34.61,2,3,3,233,8,Loyal Customers
13446,42,8,164.49,4,4,4,444,12,Champions
13447,42,13,141.68,4,4,4,444,12,Champions
13448,105,6,338.08,3,4,4,344,11,Champions
13449,225,5,77.55,2,4,4,244,10,Champions
13450,37,3,155.05,4,4,4,444,12,Champions
13451,84,4,86.31,3,4,4,344,11,Champions
13452,3,20,391.64,4,4,4,444,12,Champions
13453,23,6,132.64,4,4,4,444,12,Champions
13454,12,5,113.52,4,4,4,444,12,Champions
13455,109,1,68.47,3,2,4,324,9,Champions
13456,54,8,579.03,3,4,4,344,11,Champions
13457,109,2,18.810000000000002,3,3,2,332,8,Loyal Customers
13458,62,5,98.02000000000001,3,4,4,344,11,Champions
13459,160,1,12.93,2,2,2,222,6,Loyal Customers
13460,18,7,129.22,4,4,4,444,12,Champions
13461,235,4,57.9,2,4,3,243,9,Champions
13462,65,6,142.01,3,4,4,344,11,Champions
13463,19,5,317.65,4,4,4,444,12,Champions
13464,56,7,162.78,3,4,4,344,11,Champions
13465,141,2,30.54,2,3,3,233,8,Loyal Customers
13466,27,9,185.33,4,4,4,444,12,Champions
13467,204,1,3.24,2,2,1,221,5,At Risk/Churn
13468,132,5,36.269999999999996,2,4,3,243,9,Champions
13469,37,5,93.25,4,4,4,444,12,Champions
13470,185,1,2.13,2,2,1,221,5,At Risk/Churn
13471,8,41,547.15,4,4,4,444,12,Champions
13472,4,19,377.68,4,4,4,444,12,Champions
13473,26,18,487.82,4,4,4,444,12,Champions
13474,18,6,65.1,4,4,4,444,12,Champions
13475,295,1,14.02,1,2,2,122,5,At Risk/Churn
13476,80,1,3.56,3,2,1,321,6,Loyal Customers
13477,197,1,13.84,2,2,2,222,6,Loyal Customers
13478,74,1,30.57,3,2,3,323,8,Loyal Customers
13479,12,13,207.26,4,4,4,444,12,Champions
13480,23,1,5.12,4,2,1,421,7,Loyal Customers
13481,4,7,100.78999999999999,4,4,4,444,12,Champions
13482,21,13,212.52,4,4,4,444,12,Champions
13483,81,8,168.76,3,4,4,344,11,Champions
13484,34,4,49.38,4,4,3,443,11,Champions
13485,16,15,136.01,4,4,4,444,12,Champions
13486,196,3,51.36,2,4,3,243,9,Champions
13487,77,1,6.87,3,2,1,321,6,Loyal Customers
13488,9,1,6.27,4,2,1,421,7,Loyal Customers
13489,98,1,8.65,3,2,1,321,6,Loyal Customers
13490,171,3,33.14,2,4,3,243,9,Champions
13491,135,1,11.629999999999999,2,2,2,222,6,Loyal Customers
13492,3,7,83.71000000000001,4,4,4,444,12,Champions
13493,57,1,56.77,3,2,3,323,8,Loyal Customers
13494,32,1,6.75,4,2,1,421,7,Loyal Customers
13495,174,3,30.69,2,4,3,243,9,Champions
13496,27,8,258.82,4,4,4,444,12,Champions
13497,22,1,7.46,4,2,1,421,7,Loyal Customers
13498,169,1,175.31,2,2,4,224,8,Loyal Customers
13499,34,1,5.12,4,2,1,421,7,Loyal Customers
13500,103,1,14.95,3,2,2,322,7,Loyal Customers
13501,235,1,2.17,2,2,1,221,5,At Risk/Churn
13502,220,3,95.28999999999999,2,4,4,244,10,Champions
13503,87,1,3.46,3,2,1,321,6,Loyal Customers
13504,27,6,351.53999999999996,4,4,4,444,12,Champions
13505,129,1,1.72,2,2,1,221,5,At Risk/Churn
13506,20,20,161.94,4,4,4,444,12,Champions
